Plot Number,Plant Number,Genotype,Stem Diameter,Tap Root dimeter,Overall,Nodule Size,Nodule Density,Number Adv/Up Roots,Lateral Root Denisty Adv/Up,Angle 1 Adv/Up,Angle 2 Adv/Up,Angle 3 Adv/Up,Angle 4 Adv/Up,Angle 5 Adv/Up,Number Lower Roots,Lateral Root Denisty Lower,Angle 1 Lower,Angle 2 Lower,Angle 3 Lower,Angle 4 Lower,Angle 5 Lower
117,5,9,12,4,4,4,5,6,12,0,10,0,5,10,14,10,10,20,15,25,20
118,1,14,10,8,3,4,3,8,10,0,5,5,10,10,21,6,20,20,25,30,35
118,2,14,9,8,3,2,2,9,10,0,20,5,10,15,19,6,20,25,30,30,35
118,3,14,10,6,3,3,3,5,9,0,5,10,5,10,13,5,10,15,30,20,40
118,4,14,10,5,3,4,3,4,5,0,0,5,5,na,22,6,20,25,30,35,50
118,5,14,10,5,3,4,3,6,8,0,0,5,5,10,15,7,20,20,30,15,35
119,1,6,5,5,3,1,1,0,na,na,na,na,na,na,42,9,10,0,30,5,10
119,2,6,8,8,2,1,1,11,8,20,0,10,0,5,10,5,5,20,0,0,15
119,3,6,9,4,3,2,2,10,12,0,0,0,10,0,21,7,5,0,0,10,0
119,4,6,8,5,3,3,2,16,10,5,0,0,0,0,13,6,0,5,20,15,20
119,5,6,10,4,3,3,2,14,5,5,0,0,0,5,17,6,0,10,5,40,50
120,1,1,5,4,3,3,3,0,na,na,na,na,na,na,35,6,15,5,5,15,20
120,2,1,6,3,3,3,3,3,10,0,0,0,na,na,29,9,20,5,15,30,30
120,3,1,6,4,2,3,2,9,5,5,0,0,5,0,11,9,20,10,5,20,20
120,4,1,8,5,2,3,1,8,11,10,0,0,15,5,11,7,5,10,15,10,40
120,5,1,8,5,3,4,3,1,4,20,na,na,na,na,28,12,5,0,10,20,15
201,1,9,10,4,3,3,3,2,6,0,0,na,na,na,12,8,10,10,20,20,20
201,2,9,14,8,3,3,3,8,12,0,0,20,20,25,15,8,25,30,25,15,20
201,3,9,11,8,3,3,3,0,na,na,na,na,na,na,16,16,30,30,30,20,20
201,4,9,8,3,2,3,3,8,8,0,0,0,0,0,8,6,30,10,10,10,10
201,5,9,9,3,2,3,3,7,12,0,10,0,0,0,6,12,20,40,10,20,30
202,1,13,11,5,2,3,2,9,12,0,0,5,5,0,13,4,20,20,15,15,20
202,2,13,10,5,2,3,2,8,10,0,0,0,0,0,7,7,35,5,60,0,0
202,3,13,13,5,3,4,3,8,7,0,5,0,0,5,16,7,15,15,40,10,10
202,4,13,14,6,2,4,2,4,8,0,0,0,5,na,17,8,10,15,15,20,25
202,5,13,17,5,1,2,2,6,6,20,5,0,0,5,14,5,15,25,30,15,0
203,1,5,9,5,1,2,1,2,10,15,0,na,na,na,12,6,25,30,20,25,20
203,2,5,8,5,1,2,2,2,10,0,5,na,na,na,5,12,10,40,30,5,20
203,3,5,8,5,1,3,1,5,10,15,0,0,10,10,10,8,20,20,30,40,10
203,4,5,10,5,1,3,3,10,10,0,0,0,0,0,8,6,20,30,25,10,20
203,5,5,9,4,1,2,1,3,6,0,0,0,na,na,6,8,10,20,10,10,10
204,1,6,7,3,4,1,2,2,8,0,0,0,0,0,17,6,20,25,30,40,20
204,2,6,7,4,4,2,2,2,8,0,0,na,na,na,29,14,30,40,10,30,10
204,3,6,11,8,4,3,5,11,12,0,0,0,0,0,17,6,0,5,20,20,0
204,4,6,7,5,3,2,1,0,na,na,na,na,na,na,28,8,20,30,0,40,30
204,5,6,8,5,4,2,2,11,14,0,0,5,5,10,23,8,10,10,40,40,40
205,1,16,10,6,4,4,3,5,12,0,0,10,0,5,11,9,20,15,20,20,15
205,2,16,8,6,2,3,2,5,16,0,0,0,0,0,9,12,10,10,30,30,30
205,3,16,11,8,3,4,4,10,10,0,0,0,0,0,10,12,30,35,30,15,40
205,4,16,8,3,3,3,4,5,6,0,0,0,0,0,13,12,10,20,25,10,20
205,5,16,11,6,3,4,5,9,16,0,0,0,0,0,18,10,30,30,20,20,15
206,1,8,10,5,3,3,1,4,9,0,0,0,5,na,27,14,0,0,0,45,25
206,2,8,12,5,2,3,2,8,9,0,10,0,5,0,12,6,10,15,20,10,15
206,3,8,5,4,2,3,2,7,5,5,10,20,5,10,10,9,20,10,5,30,30
206,4,8,7,4,2,3,2,8,8,20,0,5,5,10,26,4,5,0,20,30,15
206,5,8,8,5,2,2,1,8,3,10,0,10,20,15,23,5,15,20,25,25,20
207,1,10,10,5,2,3,2,6,9,0,0,0,5,0,16,4,0,0,30,25,5
207,2,10,10,5,3,3,2,12,10,15,0,5,0,0,16,5,5,35,15,0,20
207,3,10,9,4,3,3,3,9,9,0,5,0,5,0,17,6,0,10,0,10,25
207,4,10,10,4,3,3,2,0,na,na,na,na,na,na,31,9,0,0,20,5,0
207,5,10,10,4,2,3,2,10,7,0,0,0,0,0,14,4,15,10,10,0,5
208,1,15,9,5,2,4,3,7,8,5,5,30,0,10,11,6,15,0,10,0,35
208,2,15,10,7,1,4,2,4,6,5,0,5,0,na,14,6,15,15,10,10,25
208,3,15,8,6,2,3,3,9,8,5,10,0,10,5,14,8,25,20,15,0,20
208,4,15,10,5,2,2,2,9,7,0,10,0,15,5,14,7,5,25,15,35,15
208,5,15,9,4,1,4,2,10,13,5,0,0,0,5,8,8,5,0,15,15,0
209,1,19,10,4,2,3,2,13,7,5,0,10,0,10,15,6,25,40,5,0,5
209,2,19,16,8,4,3,2,10,8,20,0,0,15,5,14,9,0,0,10,25,15
209,3,19,10,5,3,2,1,10,5,5,0,5,10,5,16,6,20,20,15,25,10
209,4,19,13,6,2,3,2,3,6,0,25,20,na,na,20,5,20,15,10,10,0
209,5,19,11,4,2,3,3,6,8,0,5,10,10,0,15,8,15,5,10,20,40
210,1,20,9,5,2,3,2,0,na,na,na,na,na,na,19,7,5,0,10,20,15
210,2,20,10,4,3,3,2,0,na,na,na,na,na,na,25,8,10,5,0,15,20
210,3,20,10,5,3,3,2,14,11,0,15,10,0,0,13,4,5,20,10,15,5
210,4,20,10,5,3,3,2,0,na,na,na,na,na,na,34,9,15,0,5,5,0
210,5,20,10,5,2,3,2,11,5,0,0,0,0,0,13,7,10,10,10,25,15
211,1,4,10,5,3,4,4,3,8,0,0,0,na,na,16,10,10,10,10,30,20
211,2,4,11,4,3,4,4,4,10,0,5,0,0,na,22,12,10,10,20,10,20
211,3,4,8,5,2,3,3,4,4,0,0,0,0,na,12,8,15,20,10,10,10
211,4,4,9,4,3,3,3,4,6,0,10,10,5,na,14,8,20,20,30,30,30
211,5,4,13,8,3,2,3,7,10,0,5,0,5,0,15,7,10,10,20,25,20
212,1,1,10,4,2,2,1,3,8,0,10,5,na,na,15,8,60,60,50,20,10
212,2,1,9,6,4,3,4,7,8,10,10,5,5,0,23,18,20,15,50,30,30
212,3,1,12,8,4,3,3,1,12,0,na,na,na,na,21,12,10,10,20,10,15
212,4,1,15,10,4,3,3,4,14,30,30,30,25,na,22,10,50,50,30,10,40
212,5,1,10,6,4,4,5,3,8,0,5,5,na,na,26,20,20,30,10,30,30
213,1,2,8,4,3,2,1,1,6,0,na,na,na,na,18,8,20,20,15,20,10
213,2,2,14,8,4,3,2,5,10,0,0,0,0,0,18,12,15,30,10,20,30
213,3,2,14,5,3,3,2,5,9,0,0,10,5,0,14,6,30,20,20,10,20
213,4,2,8,4,3,1,1,3,12,0,0,0,na,na,15,7,50,50,40,40,20
213,5,2,15,8,2,1,1,1,2,10,na,na,na,na,17,8,10,15,20,30,25
214,1,3,11,8,2,3,3,3,18,0,0,0,na,na,16,16,20,20,25,20,10
214,2,3,9,5,2,3,3,1,10,0,na,na,na,na,13,9,5,40,30,10,5
214,3,3,11,4,2,3,3,4,7,0,0,0,0,na,10,8,10,20,20,30,20
214,4,3,12,5,2,3,3,5,13,0,0,10,0,5,10,8,35,35,50,30,45
214,5,3,9,4,3,3,3,2,16,5,10,na,na,na,13,8,10,5,5,20,15
215,1,17,9,4,2,2,2,4,4,0,0,0,0,na,6,6,20,20,15,10,15
215,2,17,10,7,1,2,2,4,8,0,0,0,0,na,7,7,40,20,0,50,5
215,3,17,10,7,2,2,2,12,8,0,0,0,5,0,5,3,0,20,20,15,15
215,4,17,11,4,2,2,2,5,6,0,0,0,0,0,8,9,10,10,20,5,15
215,5,17,12,7,2,3,2,6,6,0,0,0,0,0,9,4,10,20,20,30,5
216,1,14,9,7,3,3,3,1,5,0,na,na,na,na,15,9,20,20,20,20,10
216,2,14,8,7,1,3,2,5,8,0,0,0,0,0,9,8,5,10,20,20,10
216,3,14,10,5,2,3,3,5,14,0,0,0,0,0,15,6,10,20,20,20,20
216,4,14,11,5,3,3,3,9,11,0,0,0,0,0,12,8,10,30,20,30,25
216,5,14,12,4,3,3,3,5,12,5,0,0,0,0,13,14,20,20,20,15,10
217,1,12,9,4,3,4,4,7,10,0,5,0,5,0,11,8,20,30,20,20,30
217,2,12,9,7,3,3,3,7,12,0,0,0,0,0,10,10,10,20,0,5,20
217,3,12,7,3,3,1,1,9,5,0,0,0,0,0,15,4,20,10,20,20,20
217,4,12,8,5,2,3,1,3,8,10,0,0,na,na,12,8,15,30,0,5,10
217,5,12,11,9,2,3,3,12,12,0,0,0,0,0,12,8,10,20,15,10,5
218,1,7,6,5,3,3,3,2,12,0,0,na,na,na,18,6,20,30,20,30,10
218,2,7,9,5,2,3,2,4,6,10,0,0,0,na,13,5,0,10,5,30,35
218,3,7,13,7,3,3,2,7,9,5,5,0,0,0,13,4,60,50,50,50,50
218,4,7,12,7,4,2,3,4,5,0,0,0,0,na,12,8,20,20,10,20,10
218,5,7,7,3,1,2,2,3,12,0,0,10,na,na,11,4,10,5,10,30,10
219,1,18,10,8,4,3,4,8,8,10,10,0,0,0,23,8,0,10,0,20,10
219,2,18,10,5,4,2,2,5,4,0,0,0,0,0,23,7,30,20,20,10,0
219,3,18,11,7,4,3,3,6,14,0,0,0,0,0,28,6,10,20,10,20,20
219,4,18,10,4,4,3,3,3,8,0,0,0,0,0,23,6,10,20,5,5,25
219,5,18,6,3,4,2,3,2,6,0,0,0,0,0,27,8,10,5,20,10,10
220,1,11,11,5,4,4,3,16,9,0,0,10,0,5,9,8,13,25,15,0,5
220,2,11,11,5,3,3,3,11,8,5,0,10,5,0,15,10,0,0,5,40,15
220,3,11,12,5,3,4,3,9,10,40,0,0,5,0,16,8,25,30,15,0,5
220,4,11,12,4,3,4,2,11,9,0,0,15,5,0,12,8,10,0,5,15,0
220,5,11,11,5,3,4,2,7,8,10,5,20,5,0,12,10,0,10,25,10,20
301,1,20,10,6,2,2,2,1,3,5,na,na,na,na,27,6,0,0,5,5,20
301,2,20,10,6,3,2,2,0,na,na,na,na,na,na,28,8,5,5,10,10,10
301,3,20,12,8,3,2,2,12,7,5,5,0,0,5,24,8,30,5,5,10,5
301,4,20,7,6,4,3,3,0,na,na,na,na,na,na,35,6,30,35,40,45,40
301,5,20,12,10,2,3,2,4,11,20,25,20,15,na,11,6,35,30,40,45,30
302,1,16,8,6,1,2,1,4,8,0,0,na,na,na,7,8,30,30,35,35,40
302,2,16,10,7,4,4,3,17,12,15,10,10,15,10,8,9,45,45,40,40,15
302,3,16,7,5,2,3,3,1,7,20,na,na,na,na,17,10,20,30,35,45,30
302,4,16,9,6,2,3,3,5,8,5,5,10,10,5,20,7,15,30,35,20,20
302,5,16,11,6,2,3,4,11,8,10,5,5,10,5,9,9,15,55,45,40,45
303,1,14,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
303,2,14,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
303,3,14,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
303,4,14,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
303,5,14,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na
304,1,8,13,7,2,3,2,4,8,40,40,15,15,na,17,8,45,45,40,45,30
304,2,8,7,6,1,1,1,8,6,30,35,40,30,35,15,12,5,10,10,10,15
304,3,8,9,6,3,2,2,11,5,0,20,5,10,20,19,11,30,35,40,25,30
304,4,8,11,8,2,3,2,4,3,0,0,0,na,na,19,6,50,40,40,35,30
304,5,8,13,6,3,2,1,4,6,0,15,15,5,na,16,7,15,15,30,30,25
305,1,17,10,8,3,3,3,5,8,0,0,0,5,0,30,9,5,5,10,10,15
305,2,17,9,7,3,3,3,6,6,0,0,5,5,10,13,6,5,5,30,10,20
305,3,17,11,10,2,3,1,0,na,na,na,na,na,na,15,8,5,5,10,15,15
305,4,17,10,9,3,3,2,0,na,na,na,na,na,na,22,6,10,10,15,25,30
305,5,17,10,8,3,3,2,10,8,5,5,10,10,15,15,6,10,20,20,25,30
306,1,13,5,3,2,2,1,1,8,0,na,na,na,na,28,7,0,10,30,25,35
306,2,13,7,2,2,2,1,0,na,na,na,na,na,na,16,12,0,0,10,30,35
306,3,13,10,9,2,3,1,3,6,0,0,5,na,na,12,5,10,30,25,30,40
306,4,13,12,10,3,3,2,6,8,0,0,10,10,10,11,8,5,5,10,10,15
306,5,13,12,8,2,2,1,0,na,na,na,na,na,na,18,7,10,15,20,30,20
307,1,3,10,8,3,3,3,5,8,0,0,0,5,0,14,12,10,10,20,20,25
307,2,3,10,8,3,2,2,0,na,na,na,na,na,na,21,9,10,10,15,15,20
307,3,3,10,8,1,3,1,0,na,na,na,na,na,na,15,10,0,15,15,20,25
307,4,3,10,7,1,2,1,2,10,20,15,na,na,na,15,6,10,20,10,20,25
307,5,3,10,9,2,2,1,5,7,0,0,5,10,5,20,10,10,20,25,30,35
308,1,12,8,5,3,3,2,0,na,na,na,na,na,na,25,8,10,10,15,20,25
308,2,12,10,6,2,3,2,0,na,na,na,na,na,na,25,7,10,20,25,30,35
308,3,12,5,3,1,2,1,6,7,0,0,5,10,0,16,5,30,30,35,20,25
308,4,12,9,3,3,3,2,0,na,na,na,na,na,na,22,6,20,25,40,45,30
308,5,12,10,5,3,3,1,7,7,0,0,10,10,5,15,8,20,30,25,20,25
309,1,4,11,8,2,3,3,0,na,na,na,na,na,na,16,7,20,25,30,20,30
309,2,4,10,8,3,3,8,0,na,na,na,na,na,na,32,10,5,5,10,15,30
309,3,4,12,4,3,3,3,1,7,0,na,na,na,na,22,8,25,20,30,40,45
309,4,4,11,3,1,3,1,0,na,na,na,na,na,na,25,5,40,20,35,40,30
309,5,4,8,6,2,4,3,0,na,na,na,na,na,na,21,6,20,20,25,30,30
310,1,1,10,5,3,1,1,1,8,0,na,na,na,na,27,8,10,15,20,30,40
310,2,1,4,3,1,1,1,0,na,na,na,na,na,na,22,8,10,10,20,35,40
310,3,1,12,5,3,3,2,0,na,na,na,na,na,na,32,10,10,10,15,25,30
310,4,1,10,8,3,1,1,1,6,0,na,na,na,na,20,8,10,10,20,25,20
310,5,1,8,4,2,3,2,0,na,na,na,na,na,na,17,10,20,30,25,45,20
311,1,9,9,6,3,3,2,3,4,0,0,0,na,na,20,7,0,0,0,5,5
311,2,9,9,6,3,3,2,3,9,30,30,25,na,na,11,8,30,20,20,25,15
311,3,9,9,6,2,2,2,0,na,na,na,na,na,na,23,11,20,20,25,25,20
311,4,9,11,7,1,3,2,1,4,15,na,na,na,na,17,12,0,0,5,5,5
311,5,9,7,6,1,3,3,2,9,0,0,na,na,na,17,9,30,20,25,35,15
312,1,15,13,7,1,3,1,2,7,0,0,na,na,na,15,8,0,20,30,25,20
312,2,15,6,4,2,1,1,0,na,na,na,na,na,na,22,8,0,5,10,15,15
312,3,15,9,6,2,3,2,0,na,na,na,na,na,na,25,6,20,20,25,30,30
312,4,15,9,4,1,3,1,0,na,na,na,na,na,na,18,8,10,15,30,50,30
312,5,15,5,4,1,2,1,0,na,na,na,na,na,na,23,6,15,15,30,20,20
313,1,10,11,3,3,3,3,0,na,na,na,na,na,na,35,5,5,10,10,10,15
313,2,10,10,3,2,3,2,0,na,na,na,na,na,na,22,5,0,20,30,35,40
313,3,10,8,4,3,3,2,0,na,na,na,na,na,na,32,8,10,15,30,30,25
313,4,10,8,3,3,2,2,0,na,na,na,na,na,na,38,10,5,20,15,40,30
313,5,10,8,3,2,2,1,0,na,na,na,na,na,na,28,7,10,10,15,35,40
314,1,11,8,6,3,2,2,5,12,0,0,5,5,5,9,7,10,10,15,5,10
314,2,11,9,6,3,3,3,7,13,5,5,0,0,5,11,9,35,30,35,45,40
314,3,11,3,12,7,3,3,3,10,15,5,5,10,0,5,14,20,30,35,25,20
314,4,11,11,7,2,2,1,8,10,10,10,5,5,0,12,8,50,55,40,45,50
314,5,11,12,6,3,2,3,4,10,0,0,0,5,5,11,7,45,45,50,50,55
315,1,7,6,4,1,1,1,4,5,0,0,0,5,na,7,9,25,25,15,15,10
315,2,7,5,4,2,2,1,0,na,na,na,na,na,na,13,7,15,15,10,10,10
315,3,7,8,5,3,2,2,5,13,20,20,15,15,10,10,12,40,30,45,45,50
315,4,7,7,4,1,1,1,6,17,0,0,5,5,5,9,6,40,45,30,55,40
315,5,7,9,6,3,1,1,2,18,0,0,na,na,na,21,11,30,35,35,30,na
316,1,2,14,5,4,2,2,0,na,na,na,na,na,na,28,17,40,35,0,0,40
316,2,2,11,6,4,3,3,7,15,5,5,10,10,0,17,4,10,30,35,10,10
316,3,2,11,6,3,2,1,11,8,10,10,5,5,10,17,8,20,20,25,25,20
316,4,2,7,4,2,1,1,5,6,10,10,5,15,5,12,7,30,30,35,35,25
316,5,2,10,6,3,2,1,9,8,30,30,35,35,40,11,7,40,40,45,30,50
317,1,18,11,6,1,1,2,2,4,0,0,na,na,na,8,7,35,30,40,45,20
317,2,18,8,6,3,2,2,0,na,na,na,na,na,na,29,6,50,60,40,45,50
317,3,18,12,8,4,3,4,20,11,25,20,30,35,20,17,9,30,30,35,20,25
317,4,18,10,4,3,2,2,19,13,15,10,15,0,10,24,9,0,5,20,25,30
317,5,18,7,4,3,2,2,0,na,na,na,na,na,na,20,5,50,55,60,45,30
318,1,19,10,5,4,2,2,10,12,10,15,10,15,5,12,7,30,35,20,25,35
318,2,19,11,6,2,2,1,7,5,15,15,5,10,5,14,7,25,30,25,30,15
318,3,19,11,6,2,2,2,13,14,0,5,5,15,15,15,10,40,30,45,30,25
318,4,19,14,8,3,3,2,9,12,15,5,5,10,10,11,8,10,15,20,15,10
318,5,19,12,6,3,2,2,9,9,5,5,0,0,10,15,13,15,15,10,25,20
319,1,6,8,6,2,1,1,18,11,15,15,10,10,5,9,8,15,15,35,35,40
319,2,6,10,5,4,2,3,0,na,na,na,na,na,na,32,11,0,0,10,10,15
319,3,6,10,4,3,1,1,6,8,5,5,10,10,15,21,11,20,25,15,15,35
319,4,6,13,8,3,2,2,10,11,10,10,15,15,20,12,6,20,20,20,20,25
319,5,6,9,6,3,2,3,0,na,na,na,na,na,na,24,11,10,10,15,15,10
320,1,5,10,6,1,2,1,3,2,0,0,5,na,na,11,4,0,10,15,20,25
320,2,5,8,6,1,3,1,2,5,0,5,na,na,na,7,8,10,10,15,15,20
320,3,5,10,6,1,3,3,15,6,5,5,15,10,5,8,8,50,60,55,60,45
320,4,5,11,6,1,1,1,11,5,0,0,5,5,5,17,12,15,15,20,20,10
320,5,5,11,6,1,1,1,5,11,0,0,5,5,na,7,5,0,65,65,60,50
401,1,1,7,4,1,4,2,4,2,20,20,10,10,na,15,4,20,25,20,25,30
401,2,1,6,4,1,5,4,0,na,na,na,na,na,na,24,9,20,30,35,30,20
401,3,1,7,4,2,1,2,11,7,0,0,0,5,5,13,6,5,5,10,10,15
401,4,1,9,5,3,4,3,1,3,0,na,na,na,na,22,10,40,40,45,45,35
401,5,1,6,4,2,2,3,0,na,na,na,na,na,na,19,7,10,10,15,15,20
402,1,18,9,8,4,3,3,1,5,0,na,na,na,na,28,18,40,45,30,35,50
402,2,18,12,6,4,3,3,0,na,na,na,na,na,na,32,12,10,10,20,20,15
402,3,18,14,7,4,3,3,0,na,na,na,na,na,na,37,14,20,25,30,35,40
402,4,18,12,7,4,3,3,13,17,5,5,5,0,0,18,13,25,25,35,35,30
402,5,18,12,9,4,4,4,0,na,na,na,na,na,na,38,22,20,20,25,25,35
403,1,11,16,10,4,4,3,12,19,5,5,0,0,5,27,11,30,35,40,40,30
403,2,11,12,7,3,3,4,13,10,0,0,5,5,5,16,18,5,5,0,0,20
403,3,11,10,7,3,3,3,0,na,na,na,na,na,na,26,18,0,0,5,5,5
403,4,11,13,10,4,4,16,11,0,0,5,5,5,0,17,6,10,10,10,5,5
403,5,11,12,5,4,3,3,9,7,20,10,10,5,20,23,15,40,45,30,35,40
404,1,9,13,9,3,3,3,2,4,0,0,na,na,na,20,4,40,35,25,30,35
404,2,9,9,7,3,3,3,4,5,0,0,0,5,5,23,4,20,20,25,25,10
404,3,9,10,6,3,3,3,15,14,20,25,20,25,15,13,10,0,5,5,10,10
404,4,9,10,5,3,3,3,12,6,0,0,0,5,5,13,10,15,15,10,10,20
404,5,9,14,9,3,3,4,11,4,15,15,10,10,5,9,12,40,45,50,55,35
405,1,16,9,8,3,3,3,5,5,0,0,5,5,10,18,10,20,20,25,25,30
405,2,16,8,3,2,2,2,0,na,na,na,na,na,na,21,7,0,0,10,15,20
405,3,16,6,5,1,3,2,0,na,na,na,na,na,na,18,8,10,10,15,30,35
405,4,16,10,8,3,3,3,0,na,na,na,na,na,na,22,8,20,25,30,35,40
405,5,16,8,7,3,3,3,0,na,na,na,na,na,na,20,10,5,5,10,0,15
406,1,19,10,8,3,2,2,4,10,0,5,5,10,na,18,7,10,15,15,35,30
406,2,19,6,3,2,2,2,0,na,na,na,na,na,na,16,8,10,10,30,30,25
406,3,19,7,5,2,2,1,0,na,na,na,na,na,na,21,8,5,15,15,20,25
406,4,19,8,7,2,1,1,0,na,na,na,na,na,na,22,9,5,5,20,25,30
406,5,19,10,4,3,2,1,8,9,0,0,0,5,5,14,6,20,25,30,30,35
407,1,7,11,10,4,3,3,8,10,5,5,10,10,15,25,10,20,20,25,30,30
407,2,7,7,5,3,1,1,0,na,na,na,na,na,na,29,9,20,30,15,45,30
407,3,7,8,7,4,3,3,6,12,0,5,5,10,10,19,8,10,20,30,25,30
407,4,7,5,3,3,3,2,0,na,na,na,na,na,na,22,10,0,5,10,15,10
407,5,7,6,5,3,3,2,0,na,na,na,na,na,na,23,10,5,5,20,20,25
408,1,4,12,10,4,4,3,2,10,0,0,na,na,na,23,7,5,15,20,25,20
408,2,4,12,10,3,3,3,3,6,0,5,0,na,na,20,15,5,10,15,20,20
408,3,4,11,9,3,2,1,3,5,0,0,10,na,na,14,6,10,15,20,30,25
408,4,4,12,10,3,3,2,3,8,5,10,5,na,na,19,9,30,35,40,10,20
408,5,4,10,9,3,3,2,0,na,na,na,na,na,na,23,10,10,15,20,25,30
409,1,3,10,9,3,3,2,2,8,0,0,na,na,na,11,5,35,40,50,55,40
409,2,3,5,4,2,2,1,6,5,0,0,0,5,5,12,4,25,25,30,35,35
409,3,3,9,9,3,3,2,4,7,0,0,5,5,na,16,5,10,20,25,30,40
409,4,3,8,7,3,2,3,5,8,0,0,0,5,5,15,6,10,15,20,25,30
409,5,3,10,5,2,3,2,0,na,na,na,na,na,na,13,5,15,20,10,20,25
410,1,2,8,7,2,1,1,0,na,na,na,na,na,na,20,10,10,15,20,25,30
410,2,2,5,4,3,1,1,0,na,na,na,na,na,na,23,12,10,30,25,40,35
410,3,2,10,9,3,1,1,0,na,na,na,na,na,na,25,9,20,25,30,35,40
410,4,2,10,8,3,2,1,8,6,0,0,10,10,5,21,8,10,15,20,35,40
410,5,2,9,7,7,2,3,8,5,0,0,5,5,5,10,8,10,10,15,20,25
411,1,17,13,8,3,3,3,12,9,0,0,5,5,10,8,7,25,20,20,25,30
411,2,17,11,7,1,3,2,0,na,na,na,na,na,na,15,13,10,5,15,35,30
411,3,17,13,6,3,3,4,0,na,na,na,na,na,na,28,11,10,10,20,20,25
411,4,17,12,7,1,1,1,6,4,0,0,5,5,10,6,9,10,15,15,20,25
411,5,17,8,7,2,3,3,13,10,5,5,0,0,10,6,5,5,5,10,10,5
412,1,8,7,4,3,3,3,8,6,0,0,5,5,5,14,16,0,10,10,15,15
412,2,8,8,5,4,3,4,0,na,na,na,na,na,na,36,12,60,65,50,55,70
412,3,8,11,9,3,3,4,5,9,0,0,5,5,5,6,5,20,20,25,25,30
412,4,8,16,11,4,3,4,1,8,0,na,na,na,na,22,18,0,0,0,40,40
412,5,8,13,10,4,3,4,12,16,0,0,5,5,0,14,4,20,25,20,25,30
413,1,12,9,7,3,2,2,10,13,0,0,0,0,5,14,4,50,55,30,35,25
413,2,12,10,7,3,1,1,9,12,0,0,5,5,0,8,10,10,20,25,30,40
413,3,12,10,5,3,2,3,7,16,0,0,5,5,5,10,4,20,30,40,35,40
413,4,12,5,4,1,2,1,7,3,5,5,5,10,10,13,7,40,40,45,45,40
413,5,12,8,6,3,4,3,2,5,0,0,na,na,na,37,11,0,0,30,30,40
414,1,6,8,4,4,2,1,5,3,0,0,5,5,5,21,6,5,5,0,0,10
414,2,6,7,5,3,2,1,2,3,0,0,na,na,na,30,5,5,5,30,30,40
414,3,6,10,6,4,2,2,15,9,5,5,10,10,10,10,8,40,45,50,55,30
414,4,6,13,6,4,2,2,9,11,0,0,25,10,25,20,6,50,55,35,50,30
414,5,6,10,6,4,2,2,14,15,0,5,5,5,0,13,11,10,10,5,5,5
415,1,15,8,6,3,3,3,0,na,na,na,na,na,na,21,8,10,10,15,20,25
415,2,15,7,5,1,3,1,0,na,na,na,na,na,na,17,10,10,15,20,25,20
415,3,15,9,4,2,3,2,0,na,na,na,na,na,na,15,8,10,10,15,30,25
415,4,15,9,6,1,3,1,0,na,na,na,na,na,na,19,7,0,5,10,20,20
415,5,15,10,8,3,3,3,0,na,na,na,na,na,na,26,8,10,5,5,15,20
416,1,5,6,5,3,3,2,9,10,0,0,5,5,10,16,8,0,30,35,40,50
416,2,5,5,4,1,3,2,1,2,0,na,na,na,na,18,7,10,10,20,30,35
416,3,5,7,5,1,3,1,3,7,0,0,0,na,na,9,6,30,30,35,40,45
416,4,5,4,3,1,3,2,0,na,na,na,na,na,na,24,8,20,20,25,30,35
416,5,5,5,4,1,2,1,0,na,na,na,na,na,na,32,6,20,25,30,30,25
417,1,20,9,6,3,3,3,6,10,0,0,0,5,5,15,10,5,10,5,5,20
417,2,20,13,10,3,3,1,0,na,na,na,na,na,na,26,10,0,5,5,10,20
417,3,20,10,9,3,3,2,0,na,na,na,na,na,na,35,12,10,10,20,25,30
417,4,20,11,9,3,3,3,2,5,0,0,na,na,na,22,8,10,10,30,30,35
417,5,20,8,6,2,3,2,0,na,na,na,na,na,na,21,9,0,5,5,15,15
418,1,10,5,3,3,3,3,0,na,na,na,na,na,na,21,8,10,10,20,25,35
418,2,10,5,4,2,1,1,0,na,na,na,na,na,na,20,10,25,30,30,35,40
418,3,10,11,10,3,3,3,5,9,0,0,5,5,0,18,7,10,15,15,25,20
418,4,10,8,7,1,2,1,0,na,na,na,na,na,na,24,8,0,0,5,5,25
418,5,10,10,9,1,1,1,0,na,na,na,na,na,na,15,7,10,25,25,30,25
419,1,13,9,7,1,3,1,0,na,na,na,na,na,na,21,9,20,20,25,10,15
419,2,13,11,8,1,1,1,5,6,0,0,0,0,0,15,4,10,10,15,20,25
419,3,13,5,3,1,1,1,1,5,0,na,na,na,na,10,5,20,25,50,55,50
419,4,13,6,3,1,1,1,0,na,na,na,na,na,na,15,6,5,5,10,15,35
419,5,13,9,3,1,3,1,5,5,0,0,5,0,0,15,9,10,10,15,20,5
420,1,14,10,6,3,3,3,0,na,na,na,na,na,na,15,7,0,5,10,25,30
420,2,14,7,6,3,2,2,0,na,na,na,na,na,na,18,8,10,15,20,25,25
